idade,sexo,raca_cor,serie,turno,nota_portugues,nota_matematica,distorcao_idade_serie,faltas_anuais,repeticoes_anteriores,trabalha,renda_familiar,escolaridade_pai,escolaridade_mae,evasao
17,F,Branca,1ano,noturno,3.83,7.58,2,19,1,1,1158,3,0,1
15,F,Parda,1ano,noturno,6.05,5.34,0,13,0,0,635,3,1,0
17,M,Parda,3ano,matutino,8.89,6.02,0,14,0,1,1311,2,2,0
17,F,Parda,2ano,matutino,2.7,2.48,1,13,0,0,1373,2,0,1
18,F,Parda,2ano,matutino,5.49,4.35,2,17,1,1,3708,1,0,1
15,M,Branca,1ano,matutino,4.85,5.09,0,3,0,0,655,0,1,0
15,M,Branca,1ano,noturno,5.13,6.28,0,12,0,1,2179,1,1,0
17,F,Parda,3ano,vespertino,6.89,2.89,0,8,0,1,2386,1,1,0
16,M,Branca,1ano,matutino,4.66,6.76,1,16,0,0,992,0,0,0
15,F,Branca,1ano,vespertino,5.32,5.66,0,18,0,1,710,0,0,0
17,M,Parda,2ano,matutino,5.57,6.3,1,13,0,0,3530,1,1,0
15,M,Branca,1ano,noturno,7.49,8.05,0,12,0,1,500,2,0,0
16,M,Parda,1ano,vespertino,4.32,3.35,1,18,0,1,632,1,1,1
17,M,Branca,3ano,matutino,6.9,5.26,0,16,0,1,514,0,2,0
16,F,Branca,2ano,vespertino,7.13,5.32,0,21,0,1,705,3,0,0
16,M,Parda,1ano,matutino,6.94,4.16,1,15,0,0,1003,0,2,0
17,F,Branca,1ano,noturno,3.5,5.79,2,23,1,1,3970,1,0,1
17,M,Parda,3ano,matutino,6.44,5.2,0,10,0,0,865,1,2,0
18,F,Branca,1ano,noturno,6.78,5.78,3,20,1,1,6520,3,0,1
15,F,Parda,1ano,noturno,4.65,5.02,0,4,0,0,2490,1,0,0
16,M,Branca,2ano,vespertino,7.69,3.21,0,9,0,0,809,1,0,0
16,F,Parda,2ano,vespertino,6.56,4.56,0,17,0,1,817,1,2,0
17,M,Branca,3ano,vespertino,6.19,3.7,0,12,0,1,1417,0,1,0
17,F,Preta,2ano,matutino,6.1,3.17,1,10,0,0,1288,0,2,0
15,M,Branca,1ano,noturno,6.89,5.84,0,18,0,1,500,1,1,0
17,M,Branca,2ano,vespertino,4.43,5.47,1,11,0,0,675,3,3,0
17,M,Branca,2ano,noturno,4.86,6.18,1,22,0,1,500,1,0,1
17,M,Branca,1ano,vespertino,6.75,6.13,2,17,1,0,4948,1,0,0
16,F,Branca,2ano,matutino,8.0,7.84,0,12,0,1,1355,0,1,0
16,F,Branca,1ano,matutino,5.77,9.09,1,20,0,1,944,1,1,0
18,F,Parda,3ano,matutino,4.44,6.22,1,18,0,0,709,1,1,0
17,F,Parda,3ano,matutino,6.12,2.14,0,11,0,1,775,1,1,1
16,F,Branca,2ano,vespertino,7.4,5.05,0,8,0,0,500,2,1,0
17,F,Branca,3ano,matutino,6.84,7.97,0,6,0,0,1380,0,1,0
17,F,Branca,3ano,noturno,8.83,4.98,0,10,0,1,2255,2,3,0
16,F,Parda,1ano,matutino,7.77,2.51,1,22,0,1,4246,2,1,1
15,M,Branca,1ano,vespertino,7.93,6.09,0,10,0,0,2285,0,1,0
16,F,Branca,2ano,matutino,6.79,4.48,0,11,0,0,2205,3,1,0
15,M,Branca,1ano,matutino,6.52,2.83,0,17,0,1,3080,0,2,1
17,M,Parda,2ano,vespertino,2.66,6.21,1,12,0,0,1069,1,2,0
15,M,Branca,1ano,matutino,6.16,4.34,0,17,0,1,500,1,0,0
19,F,Parda,3ano,vespertino,6.88,8.57,2,10,1,0,2258,1,2,0
16,F,Parda,2ano,vespertino,4.5,4.76,0,10,0,0,684,1,0,1
17,M,Parda,3ano,matutino,4.89,9.98,0,10,0,0,1127,3,3,0
16,F,Branca,2ano,vespertino,6.09,4.6,0,8,0,0,539,3,2,0
17,F,Branca,1ano,matutino,2.99,8.73,2,22,1,1,3049,0,0,1
19,F,Amarela,3ano,matutino,8.28,5.61,2,21,1,1,2392,0,2,1
18,M,Parda,1ano,noturno,2.33,8.95,3,20,1,0,500,2,1,1
16,M,Branca,1ano,matutino,3.41,6.41,1,20,0,1,1314,1,0,0
16,F,Parda,1ano,matutino,6.82,7.42,1,21,0,1,2786,2,0,0
17,M,Parda,2ano,vespertino,9.07,9.72,1,19,0,1,1095,1,1,0
16,M,Preta,1ano,vespertino,7.54,0.0,1,17,0,1,1197,3,1,0
15,M,Parda,1ano,noturno,8.16,7.86,0,13,0,0,2626,1,3,0
16,F,Parda,1ano,noturno,6.26,5.71,1,17,0,0,980,1,3,0
18,M,Branca,1ano,noturno,5.45,7.01,3,27,1,1,1131,0,1,1
16,F,Parda,1ano,vespertino,4.07,3.3,1,14,0,0,2272,0,0,1
16,F,Branca,2ano,matutino,6.51,6.64,0,12,0,1,541,3,3,0
16,F,Parda,1ano,matutino,9.05,10.0,1,10,0,0,701,1,2,0
15,M,Parda,1ano,noturno,3.24,5.95,0,14,0,1,500,1,1,0
17,M,Parda,2ano,matutino,6.66,4.75,1,16,0,1,6040,2,3,1
17,F,Parda,3ano,matutino,6.35,6.9,0,10,0,0,1331,3,3,0
17,F,Branca,1ano,vespertino,10.0,7.01,2,17,1,0,2807,1,1,0
17,M,Branca,1ano,noturno,7.38,1.72,2,15,1,0,500,2,0,1
18,M,Parda,1ano,vespertino,6.22,8.68,3,16,1,0,3266,0,0,0
17,F,Parda,3ano,matutino,8.28,3.14,0,14,0,0,957,0,3,0
16,F,Parda,1ano,noturno,5.17,4.54,1,17,0,0,3646,0,0,0
16,M,Parda,1ano,matutino,8.84,5.58,1,9,0,0,1031,0,2,0
17,M,Branca,2ano,noturno,2.7,7.74,1,13,0,1,509,2,1,0
17,M,Parda,1ano,matutino,4.89,8.62,2,16,1,0,2890,1,0,1
15,M,Parda,1ano,noturno,5.95,5.7,0,6,0,0,1271,2,3,0
16,M,Parda,1ano,noturno,9.64,3.51,1,19,0,1,500,1,2,0
19,F,Parda,2ano,matutino,3.55,5.9,3,16,1,0,500,1,0,1
18,M,Parda,2ano,noturno,7.43,3.86,2,12,1,0,1689,0,2,1
18,M,Parda,2ano,matutino,6.54,2.53,2,20,1,0,1185,1,2,1
18,M,Branca,3ano,matutino,3.58,3.4,1,13,0,0,1429,2,0,1
15,M,Parda,1ano,matutino,5.34,3.75,0,13,0,1,1461,1,0,0
17,F,Branca,3ano,vespertino,7.11,5.03,0,11,0,0,1081,1,3,0
17,F,Parda,3ano,matutino,4.91,6.41,0,9,0,0,1642,3,1,0
17,F,Branca,3ano,vespertino,6.61,5.54,0,11,0,0,2157,1,0,0
18,M,Parda,3ano,noturno,6.44,9.94,1,14,0,0,1076,1,0,0
17,M,Parda,1ano,noturno,6.18,4.94,2,18,1,1,1836,3,0,1
16,F,Branca,1ano,matutino,7.83,6.56,1,21,0,1,1916,0,0,0
17,M,Branca,2ano,vespertino,2.12,2.44,1,18,0,0,2852,3,1,0
16,M,Parda,1ano,matutino,2.29,8.5,1,10,0,0,500,2,1,0
17,F,Branca,2ano,matutino,3.19,6.0,1,14,0,0,859,1,0,0
15,M,Branca,1ano,noturno,5.7,3.47,0,8,0,0,1883,1,0,0
16,M,Parda,1ano,noturno,4.83,0.55,1,14,0,1,6480,0,0,1
17,M,Parda,3ano,matutino,6.7,6.09,0,13,0,1,3118,1,1,0
16,M,Branca,2ano,matutino,5.66,7.56,0,14,0,1,3171,1,0,0
17,F,Parda,2ano,matutino,4.35,6.98,1,18,0,1,10156,0,0,0
15,F,Parda,1ano,matutino,7.46,6.24,0,13,0,1,1132,1,2,0
16,M,Branca,2ano,matutino,6.43,6.74,0,15,0,0,6354,3,0,0
17,M,Branca,3ano,matutino,4.25,5.06,0,13,0,1,2093,1,1,0
16,M,Parda,2ano,matutino,5.33,8.56,0,15,0,1,553,0,2,0
16,F,Branca,2ano,matutino,6.09,6.33,0,4,0,0,500,0,2,0
16,F,Preta,2ano,noturno,10.0,3.43,0,6,0,0,1011,0,2,0
15,M,Branca,1ano,noturno,6.83,7.36,0,14,0,1,2057,0,0,0
17,F,Parda,2ano,vespertino,3.52,5.2,1,20,0,1,980,0,0,0
17,F,Parda,3ano,matutino,8.19,3.12,0,12,0,0,1331,2,1,0
16,F,Parda,2ano,noturno,7.64,4.65,0,6,0,0,5617,2,2,0
16,F,Parda,2ano,matutino,8.16,5.66,0,15,0,1,1257,2,2,0
16,M,Parda,2ano,noturno,2.83,5.49,0,10,0,1,5834,0,0,0
18,M,Preta,2ano,matutino,4.97,5.65,2,22,1,1,2250,3,0,1
17,M,Parda,3ano,noturno,3.21,4.43,0,18,0,0,2842,3,0,1
16,M,Preta,2ano,matutino,8.19,4.97,0,12,0,0,1012,2,3,0
16,M,Branca,1ano,noturno,4.53,8.67,1,16,0,0,1142,3,0,0
16,F,Parda,2ano,matutino,1.06,8.53,0,12,0,0,1228,2,0,0
16,F,Parda,2ano,noturno,8.42,2.33,0,6,0,0,1129,0,1,0
17,F,Parda,1ano,vespertino,7.58,3.5,2,17,1,0,2039,1,3,1
16,F,Branca,2ano,matutino,4.12,6.05,0,13,0,0,3403,0,1,0
19,M,Parda,3ano,noturno,6.66,5.43,2,18,1,1,8691,0,1,1
16,M,Parda,2ano,matutino,6.86,5.34,0,4,0,0,692,2,3,0
15,M,Parda,1ano,vespertino,4.58,3.37,0,6,0,0,1210,1,2,0
17,F,Parda,3ano,matutino,9.45,5.87,0,13,0,0,2686,1,0,0
17,F,Preta,3ano,noturno,7.61,2.91,0,18,0,1,1273,3,1,0
15,F,Branca,1ano,noturno,4.26,9.23,0,11,0,0,500,0,0,0
16,F,Parda,2ano,vespertino,4.3,9.14,0,18,0,1,2289,2,2,0
17,M,Parda,2ano,noturno,5.71,7.19,1,9,0,0,637,2,2,0
17,M,Parda,3ano,noturno,4.78,8.24,0,12,0,0,1417,0,1,0
15,M,Branca,1ano,vespertino,6.28,7.03,0,12,0,0,4800,1,2,0
16,F,Parda,1ano,matutino,4.37,0.0,1,15,0,0,2131,0,0,0
18,M,Parda,2ano,vespertino,7.25,3.53,2,13,1,0,2006,0,1,1
15,M,Preta,1ano,matutino,5.89,10.0,0,16,0,1,4001,2,0,0
16,F,Branca,2ano,vespertino,4.59,7.55,0,12,0,0,1097,2,0,0
19,M,Branca,3ano,matutino,7.8,4.87,2,20,1,1,1593,2,0,1
16,M,Branca,1ano,noturno,5.58,6.27,1,13,0,0,1051,0,3,0
16,M,Branca,2ano,vespertino,8.29,4.44,0,9,0,0,2272,0,0,0
18,M,Branca,3ano,vespertino,4.17,7.11,1,20,0,0,500,1,2,0
17,F,Parda,2ano,matutino,8.62,7.23,1,20,0,1,595,0,2,0
18,F,Branca,2ano,matutino,5.9,6.38,2,17,1,0,1244,2,2,0
16,M,Branca,2ano,noturno,6.31,6.86,0,17,0,1,1963,0,1,0
16,F,Parda,1ano,vespertino,8.1,4.01,1,11,0,0,5558,3,1,0
17,M,Preta,1ano,noturno,2.12,4.85,2,21,1,1,592,0,1,1
16,F,Parda,2ano,vespertino,8.56,9.74,0,16,0,1,1151,0,0,0
18,M,Branca,2ano,matutino,10.0,7.1,2,16,1,1,1486,0,0,0
15,M,Parda,1ano,vespertino,2.41,7.97,0,5,0,0,500,3,1,0
16,M,Preta,1ano,vespertino,7.42,6.35,1,16,0,1,665,1,1,0
19,F,Preta,3ano,matutino,3.26,6.43,2,13,1,0,500,2,0,1
15,M,Branca,1ano,vespertino,5.98,9.06,0,7,0,0,1887,0,1,0
17,M,Preta,3ano,matutino,6.78,2.72,0,9,0,0,636,0,0,0
16,M,Branca,2ano,matutino,7.33,6.08,0,10,0,0,3235,0,1,0
16,F,Parda,2ano,matutino,5.14,4.26,0,14,0,1,1694,0,0,0
18,M,Preta,1ano,vespertino,3.9,7.47,3,20,1,0,1039,0,1,1
15,F,Branca,1ano,vespertino,9.16,9.44,0,7,0,0,664,0,2,0
18,M,Branca,2ano,matutino,1.48,7.69,2,15,1,0,1647,1,0,1
16,M,Parda,2ano,noturno,5.75,5.44,0,7,0,0,988,1,0,0
15,M,Branca,1ano,noturno,6.48,7.22,0,13,0,1,1865,1,0,0
17,M,Preta,2ano,matutino,6.78,4.5,1,17,0,0,3052,1,0,0
16,M,Branca,2ano,matutino,9.5,3.86,0,12,0,0,660,0,2,0
15,M,Parda,1ano,matutino,3.14,3.85,0,13,0,1,856,1,2,1
17,M,Branca,2ano,matutino,5.54,2.3,1,8,0,0,3372,3,2,0
15,M,Amarela,1ano,noturno,5.15,5.33,0,14,0,1,3686,1,1,0
16,F,Parda,2ano,noturno,5.94,7.52,0,15,0,1,559,2,2,0
17,M,Branca,1ano,matutino,7.27,1.76,2,25,1,1,619,2,1,1
18,M,Branca,2ano,vespertino,10.0,2.74,2,18,1,1,614,0,2,1
17,F,Branca,1ano,matutino,7.66,6.9,2,20,1,0,1465,0,3,0
16,F,Parda,2ano,matutino,8.42,5.18,0,13,0,0,500,0,0,0
16,F,Parda,2ano,matutino,7.98,6.74,0,9,0,0,1244,1,0,0
17,M,Parda,3ano,matutino,9.09,5.42,0,8,0,0,1173,3,1,0
17,F,Parda,2ano,matutino,2.99,4.41,1,19,0,1,741,2,0,1
17,M,Parda,3ano,matutino,7.14,7.97,0,9,0,0,1302,1,3,0
15,M,Preta,1ano,matutino,2.83,6.43,0,9,0,0,1300,1,2,0
15,M,Parda,1ano,vespertino,10.0,7.01,0,8,0,0,910,2,1,0
15,F,Parda,1ano,vespertino,6.7,4.03,0,10,0,0,4651,1,2,1
17,M,Branca,2ano,matutino,6.47,3.38,1,20,0,1,874,1,1,0
17,M,Branca,2ano,vespertino,6.9,7.87,1,17,0,1,1253,0,2,0
17,M,Branca,3ano,matutino,2.51,5.37,0,9,0,0,748,1,1,0
16,M,Preta,2ano,noturno,1.4,9.47,0,16,0,1,2633,0,2,0
16,M,Parda,2ano,matutino,5.3,7.2,0,18,0,1,500,0,0,0
15,M,Preta,1ano,vespertino,4.58,6.66,0,7,0,0,1364,0,2,0
17,F,Branca,1ano,matutino,5.43,7.57,2,15,1,0,586,1,1,0
17,M,Branca,3ano,matutino,5.02,1.92,0,11,0,0,500,1,0,0
15,F,Branca,1ano,vespertino,6.64,8.53,0,12,0,0,709,2,0,0
17,M,Parda,1ano,noturno,6.86,7.51,2,18,1,1,729,1,1,0
17,M,Preta,3ano,noturno,6.92,3.46,0,4,0,0,1862,0,0,0
19,M,Branca,3ano,vespertino,5.43,0.53,2,26,1,1,616,1,1,1
20,M,Preta,2ano,matutino,7.47,6.98,4,21,2,0,500,1,0,1
16,M,Branca,2ano,noturno,4.11,5.47,0,14,0,1,500,2,0,1
19,M,Branca,3ano,matutino,9.42,5.13,2,26,1,0,1380,3,1,1
15,M,Branca,1ano,vespertino,6.37,8.29,0,8,0,0,1762,1,0,0
16,F,Branca,2ano,noturno,4.67,1.92,0,16,0,1,1394,0,2,1
15,F,Parda,1ano,matutino,6.47,8.3,0,15,0,1,862,1,1,0
18,M,Preta,3ano,vespertino,4.08,4.25,1,15,0,0,1561,0,2,1
17,M,Amarela,3ano,matutino,4.0,6.91,0,19,0,1,500,0,2,0
16,M,Branca,2ano,matutino,6.5,5.79,0,12,0,0,500,0,3,0
15,F,Parda,1ano,noturno,4.27,5.13,0,11,0,0,500,1,3,0
16,M,Parda,2ano,matutino,9.02,8.53,0,13,0,0,1049,2,2,0
15,M,Branca,1ano,matutino,4.24,6.47,0,16,0,0,2264,1,2,0
17,F,Parda,3ano,vespertino,7.39,6.17,0,11,0,1,541,0,2,0
15,F,Branca,1ano,matutino,4.38,6.25,0,16,0,1,592,1,0,0
16,M,Branca,1ano,matutino,7.69,7.78,1,20,0,1,2008,0,3,0
16,F,Preta,2ano,matutino,7.46,8.91,0,12,0,1,867,0,0,0
16,M,Parda,2ano,vespertino,1.64,5.67,0,8,0,0,1400,1,2,0
17,M,Parda,3ano,matutino,7.67,8.9,0,13,0,0,1311,0,0,0
16,F,Parda,1ano,noturno,6.86,3.76,1,12,0,0,500,1,0,0
18,F,Branca,3ano,matutino,6.77,4.86,1,12,0,0,5090,2,2,0
15,M,Branca,1ano,noturno,5.97,5.48,0,18,0,1,597,2,1,0
15,M,Branca,1ano,matutino,5.43,6.53,0,13,0,1,5533,2,2,0
17,M,Preta,2ano,matutino,1.76,4.21,1,14,0,0,1876,1,2,1
15,F,Parda,1ano,noturno,5.78,3.45,0,12,0,1,1507,0,0,1
16,M,Parda,2ano,noturno,5.81,3.9,0,13,0,0,500,1,2,1
15,F,Parda,1ano,matutino,5.47,4.3,0,11,0,1,1593,1,0,1
15,F,Indígena,1ano,matutino,3.95,5.94,0,7,0,0,1136,1,3,0
17,F,Branca,3ano,noturno,8.4,8.25,0,11,0,0,1010,0,2,0
15,F,Parda,1ano,matutino,6.51,6.03,0,10,0,0,500,0,1,0
17,M,Branca,2ano,matutino,4.96,4.1,1,10,0,0,2442,2,1,1
18,M,Branca,3ano,vespertino,2.58,4.86,1,9,0,0,2532,3,0,1
17,M,Preta,1ano,noturno,4.24,8.29,2,12,1,0,500,0,1,1
17,F,Branca,3ano,vespertino,5.26,5.73,0,18,0,1,749,2,0,0
16,F,Parda,1ano,vespertino,8.32,3.32,1,14,0,1,963,0,2,1
17,M,Parda,2ano,noturno,5.98,4.16,1,15,0,1,1590,0,2,0
15,M,Branca,1ano,matutino,5.2,10.0,0,12,0,1,1359,0,3,0
17,M,Amarela,3ano,noturno,7.24,3.84,0,18,0,1,1144,2,2,1
16,M,Branca,2ano,matutino,7.35,3.22,0,13,0,0,1787,1,3,0
18,F,Branca,2ano,vespertino,6.09,4.06,2,25,1,1,5396,1,0,1
18,F,Branca,3ano,vespertino,7.55,7.95,1,9,0,0,957,2,2,0
15,F,Preta,1ano,matutino,7.3,7.0,0,15,0,0,2767,1,0,0
17,M,Preta,3ano,vespertino,7.62,5.06,0,14,0,1,4927,0,0,0
18,F,Branca,3ano,noturno,5.95,4.04,1,14,0,1,4113,1,1,0
19,M,Parda,3ano,vespertino,4.33,3.18,2,15,1,0,2052,0,1,1
18,F,Parda,3ano,matutino,5.36,7.42,1,22,0,1,2045,1,3,1
18,F,Preta,3ano,matutino,7.48,2.43,1,14,0,0,1709,2,2,0
17,F,Parda,1ano,vespertino,8.82,2.97,2,18,1,0,4689,2,1,1
17,M,Parda,3ano,vespertino,7.81,6.28,0,15,0,1,889,1,2,0
17,M,Branca,3ano,matutino,5.9,9.22,0,8,0,0,898,1,0,0
17,F,Parda,2ano,matutino,7.86,7.26,1,12,0,0,715,2,3,0
15,F,Parda,1ano,vespertino,4.69,6.58,0,14,0,1,8532,0,0,0
19,F,Branca,3ano,matutino,8.37,3.94,2,19,1,1,4136,1,0,1
15,M,Parda,1ano,matutino,9.37,9.09,0,19,0,1,747,0,1,0
16,M,Preta,2ano,matutino,8.0,7.26,0,9,0,0,500,0,1,0
19,M,Parda,2ano,vespertino,3.94,5.48,3,26,1,1,1034,0,2,1
15,F,Branca,1ano,noturno,4.06,7.1,0,12,0,0,1282,1,2,0
18,M,Parda,3ano,vespertino,8.0,4.16,1,13,0,0,1486,0,1,0
15,M,Parda,1ano,matutino,7.05,2.31,0,9,0,0,500,2,2,0
16,M,Branca,2ano,noturno,4.47,7.64,0,19,0,1,670,0,0,0
17,M,Branca,3ano,matutino,4.71,5.9,0,11,0,1,3204,2,2,0
15,M,Branca,1ano,noturno,7.03,7.43,0,15,0,1,1977,0,1,0
16,F,Amarela,2ano,matutino,4.12,6.85,0,9,0,0,693,2,0,0
16,F,Parda,1ano,noturno,6.81,4.84,1,20,0,1,2627,3,0,0
18,M,Branca,3ano,noturno,8.74,5.8,1,21,0,1,2649,2,2,0
17,F,Parda,3ano,noturno,6.38,6.69,0,6,0,0,7179,3,3,0
15,F,Branca,1ano,matutino,9.67,7.07,0,15,0,0,1019,0,2,0
16,F,Parda,2ano,noturno,7.24,0.63,0,12,0,1,706,1,1,0
16,F,Parda,2ano,vespertino,6.2,9.5,0,16,0,1,1075,3,0,0
16,F,Parda,2ano,matutino,7.81,4.92,0,16,0,1,2542,0,0,0
16,M,Parda,2ano,vespertino,8.18,8.35,0,9,0,0,500,2,1,0
16,M,Branca,2ano,vespertino,4.49,3.05,0,17,0,1,1215,1,1,1
17,M,Branca,2ano,noturno,5.71,6.38,1,16,0,1,1250,0,3,0
15,M,Branca,1ano,noturno,4.09,5.55,0,23,0,1,3508,0,1,1
17,F,Branca,2ano,matutino,2.8,7.02,1,19,0,0,788,3,1,0
17,F,Branca,3ano,vespertino,5.75,6.31,0,5,0,0,1077,0,1,0
16,F,Branca,1ano,matutino,6.87,4.13,1,18,0,1,1841,1,1,0
16,F,Parda,2ano,matutino,5.43,5.43,0,13,0,0,740,0,1,0
15,F,Branca,1ano,noturno,6.58,3.38,0,15,0,1,640,2,2,0
17,F,Branca,3ano,vespertino,5.37,2.3,0,11,0,0,5421,2,1,0
16,M,Branca,2ano,noturno,4.29,6.26,0,15,0,1,1893,2,3,0
16,F,Branca,2ano,vespertino,6.68,4.98,0,15,0,0,3204,2,0,0
17,F,Branca,1ano,matutino,3.96,3.02,2,18,1,1,2166,3,1,1
16,M,Branca,2ano,vespertino,5.79,4.68,0,11,0,0,1103,2,1,0
17,M,Preta,3ano,matutino,4.15,4.76,0,9,0,0,746,1,0,0
18,F,Branca,2ano,noturno,4.78,7.55,2,21,1,1,771,0,3,1
17,M,Parda,2ano,noturno,4.46,5.2,1,17,0,1,673,0,2,0
19,F,Parda,3ano,noturno,9.14,5.04,2,15,1,0,675,0,1,0
16,F,Amarela,2ano,noturno,6.24,5.16,0,10,0,1,649,2,0,0
16,M,Branca,2ano,vespertino,4.55,3.52,0,14,0,0,2262,0,2,1
15,M,Branca,1ano,vespertino,4.96,6.93,0,8,0,0,562,0,1,0
15,F,Branca,1ano,noturno,7.55,5.75,0,14,0,1,3693,1,1,0
18,M,Parda,3ano,matutino,6.32,6.77,1,14,0,1,2215,0,0,0
17,F,Parda,3ano,noturno,7.33,3.95,0,14,0,1,2076,3,3,1
17,F,Branca,3ano,matutino,6.99,5.35,0,11,0,0,1466,2,1,0
18,F,Preta,3ano,noturno,7.96,2.65,1,17,0,1,1691,1,2,0
16,M,Branca,2ano,vespertino,2.89,4.44,0,14,0,1,864,2,1,1
15,F,Branca,1ano,noturno,5.91,5.13,0,11,0,0,617,1,3,0
16,F,Indígena,2ano,vespertino,2.93,5.49,0,18,0,1,849,1,0,0
18,F,Parda,3ano,vespertino,9.67,6.56,1,10,0,0,500,2,2,0
19,M,Parda,3ano,noturno,5.57,6.78,2,20,1,1,1748,3,2,0
16,M,Branca,2ano,matutino,8.51,7.44,0,12,0,0,545,2,2,0
16,F,Branca,2ano,matutino,7.34,10.0,0,15,0,1,2041,2,1,0
18,M,Branca,3ano,matutino,4.71,1.44,1,21,0,1,2088,2,0,1
17,F,Parda,3ano,vespertino,8.72,6.9,0,11,0,1,1491,1,1,0
18,F,Preta,3ano,vespertino,5.62,4.31,1,18,0,1,808,2,2,0
16,F,Preta,2ano,vespertino,8.29,6.37,0,5,0,0,616,1,1,0
15,M,Parda,1ano,matutino,4.6,4.31,0,10,0,0,678,2,2,0
18,F,Parda,2ano,matutino,6.94,7.32,2,19,1,0,578,2,2,0
15,F,Branca,1ano,noturno,5.77,5.16,0,19,0,1,1200,0,2,0
18,F,Branca,3ano,vespertino,6.44,8.85,1,11,0,0,1110,1,1,0
16,M,Branca,2ano,matutino,4.45,6.68,0,10,0,1,5569,2,1,0
18,M,Parda,2ano,matutino,2.92,6.58,2,14,1,0,5358,0,1,0
18,F,Preta,1ano,matutino,3.33,1.5,3,18,1,0,4111,0,1,1
16,F,Parda,2ano,noturno,8.67,3.91,0,13,0,1,1033,1,0,0
16,F,Parda,2ano,vespertino,3.83,7.96,0,11,0,0,500,2,1,0
17,M,Branca,1ano,vespertino,5.12,7.65,2,14,1,0,1404,0,1,0
17,M,Parda,3ano,vespertino,5.24,4.52,0,15,0,1,994,2,1,0
16,M,Branca,1ano,noturno,7.89,5.68,1,17,0,1,1249,1,3,0
16,F,Preta,2ano,matutino,9.04,3.39,0,11,0,1,1712,0,2,0
15,F,Parda,1ano,matutino,8.92,5.85,0,11,0,0,2127,3,1,0
17,M,Branca,2ano,matutino,3.2,5.0,1,20,0,1,500,1,0,1
16,M,Parda,2ano,noturno,3.15,7.35,0,13,0,1,3416,0,2,0
17,M,Branca,3ano,vespertino,4.03,6.7,0,6,0,0,2607,2,1,0
15,M,Branca,1ano,vespertino,7.48,4.21,0,12,0,0,765,2,3,0
18,M,Parda,3ano,noturno,6.96,5.63,1,14,0,0,2469,2,0,0
16,F,Parda,2ano,matutino,8.44,1.74,0,12,0,1,990,1,1,0
17,M,Branca,1ano,matutino,3.63,5.15,2,18,1,1,1246,1,2,1
15,M,Branca,1ano,vespertino,4.38,7.43,0,21,0,1,1077,2,0,1
16,F,Branca,1ano,noturno,6.69,6.74,1,16,0,0,679,1,0,0
18,F,Branca,3ano,matutino,4.53,2.33,1,12,0,0,500,0,1,1
15,F,Branca,1ano,vespertino,8.07,6.13,0,7,0,0,10794,2,3,0
16,M,Parda,2ano,noturno,2.96,6.11,0,11,0,0,2003,3,1,0
16,M,Parda,2ano,vespertino,10.0,5.98,0,16,0,1,1354,1,1,0
17,M,Branca,3ano,vespertino,5.68,8.28,0,12,0,0,5167,0,1,0
16,M,Amarela,2ano,matutino,2.54,7.87,0,10,0,1,500,3,3,0
18,F,Parda,3ano,matutino,10.0,5.8,1,17,0,1,996,1,0,0
15,F,Parda,1ano,matutino,3.66,7.82,0,9,0,0,740,0,0,0
17,M,Parda,3ano,matutino,7.59,7.49,0,9,0,0,816,2,1,0
17,F,Preta,1ano,noturno,5.06,3.23,2,15,1,0,1242,2,2,1
16,F,Parda,1ano,vespertino,3.18,4.22,1,20,0,1,853,1,0,1
17,F,Parda,3ano,noturno,5.08,5.84,0,8,0,0,500,1,0,0
17,M,Parda,1ano,matutino,8.32,6.53,2,15,1,1,538,2,2,1
16,F,Parda,1ano,matutino,6.91,5.8,1,12,0,0,580,0,2,0
16,M,Parda,2ano,noturno,2.99,4.49,0,16,0,1,849,1,1,1
15,M,Parda,1ano,matutino,7.08,8.75,0,6,0,0,565,1,1,0
17,M,Branca,1ano,matutino,5.34,6.16,2,13,1,0,1051,3,0,0
17,F,Parda,2ano,matutino,7.87,5.77,1,13,0,0,1077,2,2,0
17,F,Parda,3ano,matutino,2.54,5.61,0,5,0,0,500,2,0,0
17,M,Branca,3ano,matutino,2.01,2.22,0,11,0,1,513,1,1,1
16,M,Branca,1ano,matutino,2.69,3.36,1,18,0,0,1441,1,0,0
16,F,Parda,2ano,noturno,8.08,8.61,0,15,0,1,1108,0,1,0
18,F,Branca,3ano,matutino,6.48,7.07,1,18,0,1,500,2,3,0
18,F,Parda,1ano,vespertino,10.0,6.28,3,14,1,0,2307,3,2,0
16,F,Parda,1ano,vespertino,4.67,1.8,1,26,0,1,1969,2,0,1
15,F,Parda,1ano,vespertino,4.16,3.96,0,11,0,0,7814,0,3,0
17,M,Preta,2ano,vespertino,2.49,3.27,1,18,0,1,4967,1,1,1
17,M,Preta,1ano,matutino,8.22,10.0,2,16,1,0,612,2,1,0
17,F,Parda,3ano,matutino,6.85,7.95,0,16,0,0,1094,2,1,0
18,M,Branca,3ano,vespertino,6.88,5.42,1,11,0,0,1243,0,0,0
15,M,Branca,1ano,noturno,6.62,0.13,0,12,0,0,3361,2,2,0
16,F,Branca,2ano,matutino,9.25,8.6,0,10,0,0,964,3,3,0
16,M,Parda,1ano,vespertino,4.19,3.59,1,16,0,0,3556,2,0,1
15,F,Branca,1ano,noturno,8.64,5.83,0,14,0,0,1520,1,0,0
