idade,serie,turno,score_risco,nivel_risco,evasao
17,1ano,vespertino,0.9948037,Alto,1
17,1ano,vespertino,0.98785686,Alto,1
15,1ano,noturno,0.06328596,Baixo,0
19,3ano,vespertino,0.9992483,Alto,1
17,3ano,matutino,0.5970215,Alto,0
17,3ano,noturno,0.0031162184,Baixo,0
17,1ano,vespertino,0.9975829,Alto,1
18,3ano,noturno,0.9435792,Alto,1
17,3ano,noturno,0.052347887,Baixo,0
15,1ano,matutino,0.0014632974,Baixo,0
16,2ano,vespertino,0.11138127,Baixo,0
16,2ano,vespertino,0.00073181227,Baixo,0
16,1ano,matutino,0.070981085,Baixo,0
18,2ano,vespertino,0.98746294,Alto,1
17,3ano,matutino,0.004256448,Baixo,0
16,1ano,matutino,0.107117295,Baixo,0
16,2ano,vespertino,0.001846851,Baixo,0
16,2ano,matutino,0.4060802,Alto,1
19,3ano,noturno,0.9911239,Alto,1
17,3ano,vespertino,0.0017143184,Baixo,0
18,3ano,noturno,0.23956664,Baixo,0
16,2ano,vespertino,0.001486778,Baixo,0
16,2ano,noturno,0.78409815,Alto,1
16,2ano,matutino,0.0014904701,Baixo,0
18,2ano,noturno,0.9806368,Alto,1
15,1ano,matutino,0.080149844,Baixo,0
16,2ano,noturno,0.0007057263,Baixo,0
19,3ano,vespertino,0.99822575,Alto,1
16,2ano,matutino,0.6618858,Alto,0
17,3ano,vespertino,0.0044889236,Baixo,0
16,2ano,vespertino,0.9448761,Alto,1
16,1ano,matutino,0.0016111227,Baixo,0
15,1ano,matutino,0.0014234424,Baixo,0
15,1ano,matutino,0.0011914581,Baixo,0
16,1ano,noturno,0.4778461,Alto,0
16,2ano,vespertino,0.57148796,Alto,0
16,1ano,matutino,0.001953974,Baixo,0
16,1ano,noturno,0.9933294,Alto,1
15,1ano,vespertino,0.001226303,Baixo,0
19,3ano,vespertino,0.99741215,Alto,1
17,3ano,vespertino,0.00096423796,Baixo,0
17,2ano,matutino,0.67615896,Alto,1
16,1ano,matutino,0.9438848,Alto,1
18,1ano,noturno,0.9986755,Alto,1
15,1ano,noturno,0.005481151,Baixo,0
16,2ano,noturno,0.9937215,Alto,1
15,1ano,matutino,0.09629972,Baixo,0
15,1ano,noturno,0.001825003,Baixo,0
18,3ano,matutino,0.28899914,Médio,0
16,2ano,vespertino,0.0014132033,Baixo,0
18,3ano,matutino,0.4477774,Alto,0
15,1ano,noturno,0.009103631,Baixo,0
15,1ano,noturno,0.9895465,Alto,1
19,3ano,matutino,0.9894512,Alto,1
16,2ano,noturno,0.8718679,Alto,1
16,2ano,vespertino,0.14570263,Baixo,0
18,3ano,matutino,0.08518228,Baixo,0
16,2ano,matutino,0.0019247863,Baixo,0
16,1ano,vespertino,0.002396145,Baixo,0
16,2ano,matutino,0.0036414133,Baixo,0
15,1ano,matutino,0.2527109,Médio,0
17,1ano,noturno,0.99094474,Alto,1
15,1ano,vespertino,0.9922977,Alto,1
17,3ano,noturno,0.0053929454,Baixo,0
16,2ano,vespertino,0.00089270447,Baixo,0
17,1ano,vespertino,0.35548583,Médio,0
16,1ano,noturno,0.0014048336,Baixo,0
16,2ano,matutino,0.98921376,Alto,1
17,3ano,matutino,0.028178282,Baixo,0
15,1ano,vespertino,0.014199039,Baixo,0
15,1ano,noturno,0.004115206,Baixo,0
19,3ano,matutino,0.99932015,Alto,1
17,3ano,noturno,0.25490862,Médio,0
17,3ano,noturno,0.002983958,Baixo,0
16,1ano,vespertino,0.012643139,Baixo,0
15,1ano,matutino,0.7648632,Alto,0
17,2ano,matutino,0.8806159,Alto,0
15,1ano,vespertino,0.00366196,Baixo,0
19,3ano,matutino,0.99826235,Alto,1
15,1ano,matutino,0.9561412,Alto,1
16,2ano,matutino,0.25515622,Médio,0
18,3ano,noturno,0.991764,Alto,1
17,3ano,matutino,0.004874689,Baixo,0
16,2ano,vespertino,0.0012746505,Baixo,0
18,3ano,matutino,0.13301852,Baixo,0
15,1ano,matutino,0.0009135755,Baixo,0
15,1ano,matutino,0.00094792695,Baixo,0
15,1ano,noturno,0.5744753,Alto,0
17,3ano,vespertino,0.51851225,Alto,0
17,3ano,matutino,0.30427855,Médio,1
15,1ano,noturno,0.11085794,Baixo,0
15,1ano,matutino,0.5789238,Alto,0
17,1ano,noturno,0.9983987,Alto,1
15,1ano,matutino,0.0014186604,Baixo,0
17,3ano,noturno,0.64048713,Alto,0
15,1ano,noturno,0.01927513,Baixo,0
18,3ano,noturno,0.03160401,Baixo,0
19,2ano,matutino,0.99732333,Alto,1
16,2ano,vespertino,0.018405855,Baixo,0
15,1ano,noturno,0.86405325,Alto,0
17,3ano,vespertino,0.451503,Alto,0
18,2ano,matutino,0.99256015,Alto,1
17,2ano,vespertino,0.12516272,Baixo,0
16,2ano,matutino,0.07814148,Baixo,0
17,3ano,vespertino,0.0024050225,Baixo,0
17,3ano,matutino,0.9810743,Alto,1
17,3ano,vespertino,0.39874685,Alto,1
18,2ano,matutino,0.9947713,Alto,0
17,3ano,matutino,0.25107846,Médio,0
17,1ano,matutino,0.9991817,Alto,1
16,2ano,noturno,0.033669904,Baixo,0
16,2ano,vespertino,0.9714678,Alto,1
19,2ano,vespertino,0.9953524,Alto,1
18,3ano,noturno,0.011742762,Baixo,0
18,3ano,vespertino,0.076224156,Baixo,0
16,2ano,matutino,0.31273258,Médio,1
16,2ano,vespertino,0.21040207,Baixo,0
17,3ano,matutino,0.003267973,Baixo,0
17,3ano,vespertino,0.014369552,Baixo,0
17,3ano,matutino,0.102220155,Baixo,0
17,1ano,noturno,0.99682534,Alto,1
16,1ano,vespertino,0.11196618,Baixo,0
18,3ano,matutino,0.002665249,Baixo,0
19,3ano,vespertino,0.9985623,Alto,1
18,3ano,matutino,0.006644697,Baixo,0
16,2ano,matutino,0.0012577454,Baixo,0
16,2ano,noturno,0.86644477,Alto,0
19,2ano,noturno,0.99795914,Alto,1
17,3ano,vespertino,0.13220531,Baixo,0
18,1ano,vespertino,0.99782616,Alto,1
18,2ano,matutino,0.99888104,Alto,1
17,3ano,matutino,0.004027928,Baixo,0
17,3ano,vespertino,0.35756803,Médio,0
16,1ano,vespertino,0.34510976,Médio,0
19,3ano,matutino,0.41786623,Alto,0
15,1ano,matutino,0.23794413,Baixo,0
15,1ano,matutino,0.03181159,Baixo,0
16,2ano,matutino,0.0013068464,Baixo,0
15,1ano,matutino,0.38833365,Alto,0
17,3ano,matutino,0.0022977795,Baixo,0
18,3ano,vespertino,0.9863382,Alto,1
15,1ano,matutino,0.0011878172,Baixo,0
19,3ano,matutino,0.1641805,Baixo,0
16,2ano,vespertino,0.0017812584,Baixo,0
16,2ano,noturno,0.98843586,Alto,1
17,3ano,matutino,0.926546,Alto,1
17,2ano,matutino,0.0059365877,Baixo,0
16,1ano,vespertino,0.8109763,Alto,1
16,1ano,matutino,0.008095936,Baixo,0
17,2ano,matutino,0.4300946,Alto,0
18,3ano,vespertino,0.079936445,Baixo,0
17,2ano,matutino,0.24252658,Baixo,0
17,2ano,noturno,0.0059086205,Baixo,0
16,1ano,noturno,0.0048232838,Baixo,0
17,3ano,matutino,0.0026338527,Baixo,0
15,1ano,matutino,0.11766683,Baixo,0
16,2ano,noturno,0.69333094,Alto,0
17,2ano,vespertino,0.63855183,Alto,0
17,1ano,noturno,0.99848974,Alto,1
16,1ano,noturno,0.60218513,Alto,0
16,2ano,matutino,0.0012866417,Baixo,0
16,1ano,matutino,0.0033709847,Baixo,0
17,2ano,matutino,0.9321787,Alto,1
18,3ano,noturno,0.02111533,Baixo,0
15,1ano,matutino,0.05159076,Baixo,0
18,2ano,vespertino,0.9958372,Alto,1
15,1ano,vespertino,0.04423177,Baixo,0
15,1ano,noturno,0.9906165,Alto,1
18,3ano,noturno,0.006794982,Baixo,0
17,3ano,matutino,0.0037244374,Baixo,0
17,3ano,matutino,0.22026686,Baixo,0
15,1ano,vespertino,0.0044911597,Baixo,0
16,2ano,noturno,0.015466785,Baixo,0
16,2ano,vespertino,0.0031421504,Baixo,0
18,3ano,vespertino,0.004165026,Baixo,0
16,2ano,noturno,0.007916158,Baixo,0
17,3ano,matutino,0.03272159,Baixo,0
15,1ano,matutino,0.22657163,Baixo,0
17,2ano,noturno,0.004985261,Baixo,0
19,3ano,vespertino,0.9829783,Alto,1
16,1ano,noturno,0.2653344,Médio,0
17,2ano,matutino,0.004981551,Baixo,0
16,2ano,vespertino,0.7468438,Alto,1
17,3ano,matutino,0.68507683,Alto,1
15,1ano,matutino,0.0023393978,Baixo,0
17,3ano,matutino,0.9361336,Alto,0
17,2ano,vespertino,0.3239304,Médio,0
18,2ano,matutino,0.9952726,Alto,1
16,2ano,matutino,0.2639574,Médio,0
15,1ano,matutino,0.23715098,Baixo,0
17,3ano,matutino,0.002121404,Baixo,0
17,3ano,vespertino,0.0037625618,Baixo,0
17,3ano,vespertino,0.012613007,Baixo,0
17,3ano,vespertino,0.0024329466,Baixo,0
17,2ano,matutino,0.27482265,Médio,0
20,2ano,vespertino,0.099316426,Baixo,0
19,3ano,matutino,0.9982844,Alto,1
15,1ano,vespertino,0.0031701473,Baixo,0
17,3ano,noturno,0.004250375,Baixo,0
16,2ano,vespertino,0.13685419,Baixo,0
16,2ano,noturno,0.003880147,Baixo,0
17,2ano,matutino,0.003346787,Baixo,0
17,1ano,vespertino,0.9900176,Alto,1
15,1ano,vespertino,0.0015594906,Baixo,0
17,2ano,vespertino,0.0020867635,Baixo,0
18,2ano,vespertino,0.016960138,Baixo,0
15,1ano,matutino,0.0072409143,Baixo,0
15,1ano,vespertino,0.0009081647,Baixo,0
17,2ano,vespertino,0.0011614742,Baixo,0
16,1ano,vespertino,0.0045643714,Baixo,0
18,3ano,matutino,0.9985037,Alto,1
16,1ano,matutino,0.008008459,Baixo,0
17,2ano,noturno,0.16630965,Baixo,0
15,1ano,matutino,0.9164555,Alto,1
16,2ano,matutino,0.1323863,Baixo,0
16,2ano,matutino,0.09340168,Baixo,0
17,2ano,vespertino,0.0012939471,Baixo,0
16,2ano,vespertino,0.6081484,Alto,0
17,2ano,noturno,0.002482331,Baixo,0
15,1ano,vespertino,0.14446202,Baixo,0
16,2ano,matutino,0.046208017,Baixo,0
16,2ano,matutino,0.0039983955,Baixo,0
18,2ano,matutino,0.9965088,Alto,1
17,2ano,vespertino,0.12028468,Baixo,0
17,3ano,noturno,0.007165258,Baixo,0
17,2ano,matutino,0.20071697,Baixo,0
15,1ano,matutino,0.103496306,Baixo,0
15,1ano,vespertino,0.0032714787,Baixo,0
17,1ano,vespertino,0.8919818,Alto,1
16,2ano,vespertino,0.45096135,Alto,0
19,3ano,vespertino,0.62147707,Alto,0
17,3ano,matutino,0.30789095,Médio,0
16,2ano,vespertino,0.11022695,Baixo,0
15,1ano,matutino,0.024435323,Baixo,0
18,3ano,vespertino,0.0031009451,Baixo,0
16,1ano,matutino,0.08613794,Baixo,0
17,2ano,vespertino,0.10509492,Baixo,0
17,3ano,noturno,0.745409,Alto,0
16,2ano,vespertino,0.0007447908,Baixo,0
15,1ano,matutino,0.027060345,Baixo,0
17,1ano,noturno,0.99802953,Alto,1
16,2ano,matutino,0.7751003,Alto,1
15,1ano,noturno,0.53803325,Alto,1
16,2ano,matutino,0.0012817205,Baixo,0
19,2ano,noturno,0.9991579,Alto,1
16,1ano,matutino,0.20346838,Baixo,0
15,1ano,matutino,0.0071889437,Baixo,0
18,3ano,noturno,0.04756205,Baixo,0
17,2ano,vespertino,0.0025101092,Baixo,0
18,3ano,matutino,0.5180237,Alto,0
17,2ano,matutino,0.08662367,Baixo,0
15,1ano,matutino,0.005534023,Baixo,0
17,2ano,matutino,0.1796714,Baixo,0
16,2ano,vespertino,0.0012360894,Baixo,0
18,2ano,vespertino,0.9906805,Alto,1
17,3ano,noturno,0.0015788234,Baixo,0
17,3ano,noturno,0.8810909,Alto,1
17,3ano,noturno,0.0012966248,Baixo,0
16,2ano,vespertino,0.0012346191,Baixo,0
16,2ano,matutino,0.006663055,Baixo,0
17,2ano,vespertino,0.068725705,Baixo,0
16,1ano,matutino,0.0518712,Baixo,0
17,3ano,matutino,0.64076036,Alto,0
17,3ano,noturno,0.0079738265,Baixo,0
15,1ano,vespertino,0.069594644,Baixo,0
17,3ano,matutino,0.004035365,Baixo,0
19,3ano,matutino,0.9140192,Alto,1
16,2ano,matutino,0.0011208246,Baixo,0
19,3ano,vespertino,0.090798706,Baixo,0
15,1ano,matutino,0.0022952864,Baixo,0
17,1ano,noturno,0.9991473,Alto,1
15,1ano,vespertino,0.25777543,Médio,0
16,2ano,matutino,0.0070049367,Baixo,0
15,1ano,vespertino,0.15633684,Baixo,0
19,3ano,noturno,0.99741024,Alto,1
15,1ano,noturno,0.22441345,Baixo,0
16,1ano,vespertino,0.13034865,Baixo,0
17,2ano,matutino,0.0045563127,Baixo,0
15,1ano,vespertino,0.0027882431,Baixo,0
18,3ano,noturno,0.9977387,Alto,1
16,2ano,noturno,0.8688161,Alto,1
19,3ano,vespertino,0.07753536,Baixo,0
17,2ano,vespertino,0.0067724288,Baixo,0
16,1ano,matutino,0.004522271,Baixo,0
15,1ano,matutino,0.15915962,Baixo,0
16,1ano,matutino,0.0017721934,Baixo,0
17,3ano,matutino,0.9633812,Alto,1
16,2ano,vespertino,0.95493627,Alto,1
16,2ano,matutino,0.11346897,Baixo,0
15,1ano,vespertino,0.98837984,Alto,1
18,3ano,vespertino,0.006343227,Baixo,0
17,1ano,matutino,0.017267996,Baixo,0
16,2ano,vespertino,0.10360623,Baixo,0
17,3ano,matutino,0.0054116515,Baixo,0
15,1ano,matutino,0.0041814,Baixo,0
16,2ano,noturno,0.13290131,Baixo,0
16,1ano,matutino,0.1738983,Baixo,0
17,2ano,matutino,0.5961611,Alto,1
20,3ano,vespertino,0.9985714,Alto,1
17,2ano,matutino,0.6319205,Alto,0
17,3ano,matutino,0.09375538,Baixo,0
17,2ano,vespertino,0.3184502,Médio,0
17,1ano,vespertino,0.9903082,Alto,1
17,3ano,vespertino,0.42884615,Alto,0
17,2ano,noturno,0.63662195,Alto,0
15,1ano,matutino,0.52792406,Alto,1
18,2ano,vespertino,0.984228,Alto,1
17,2ano,matutino,0.9882647,Alto,1
17,3ano,matutino,0.0017306809,Baixo,0
16,1ano,noturno,0.011148833,Baixo,0
17,3ano,vespertino,0.0048554656,Baixo,0
16,2ano,matutino,0.28400853,Médio,0
16,1ano,matutino,0.002355763,Baixo,0
15,1ano,matutino,0.22381955,Baixo,0
19,3ano,vespertino,0.9949927,Alto,1
15,1ano,matutino,0.09059451,Baixo,0
16,2ano,noturno,0.015862748,Baixo,0
17,1ano,matutino,0.98161846,Alto,1
16,2ano,matutino,0.20033507,Baixo,0
17,3ano,noturno,0.0059976457,Baixo,0
15,1ano,noturno,0.0137224225,Baixo,0
17,3ano,matutino,0.002876605,Baixo,0
17,1ano,vespertino,0.997789,Alto,1
15,1ano,noturno,0.56515265,Alto,0
16,2ano,vespertino,0.9896075,Alto,1
16,2ano,vespertino,0.0014127627,Baixo,0
15,1ano,vespertino,0.9927275,Alto,1
18,2ano,noturno,0.8140144,Alto,1
15,1ano,vespertino,0.0014533844,Baixo,0
16,2ano,matutino,0.58668596,Alto,0
18,2ano,vespertino,0.13754429,Baixo,0
17,3ano,vespertino,0.001069786,Baixo,0
17,2ano,vespertino,0.02138883,Baixo,0
16,2ano,matutino,0.97407216,Alto,1
18,2ano,vespertino,0.9989697,Alto,1
15,1ano,vespertino,0.00074910687,Baixo,0
15,1ano,noturno,0.0015365991,Baixo,0
17,3ano,matutino,0.0033596042,Baixo,0
17,1ano,vespertino,0.9978668,Alto,1
17,3ano,vespertino,0.1367342,Baixo,1
15,1ano,matutino,0.04843472,Baixo,0
17,3ano,vespertino,0.053458884,Baixo,0
15,1ano,matutino,0.65925217,Alto,0
17,3ano,noturno,0.98888665,Alto,1
17,2ano,vespertino,0.002567807,Baixo,0
16,1ano,matutino,0.98724335,Alto,1
17,2ano,vespertino,0.0055132546,Baixo,0
16,2ano,noturno,0.057777412,Baixo,0
18,1ano,matutino,0.9978116,Alto,1
15,1ano,noturno,0.0057675536,Baixo,0
19,3ano,matutino,0.15907602,Baixo,0
17,3ano,matutino,0.9793052,Alto,1
15,1ano,vespertino,0.045486376,Baixo,0
17,3ano,matutino,0.08171394,Baixo,0
16,1ano,noturno,0.9571489,Alto,1
17,1ano,vespertino,0.059212178,Baixo,0
16,2ano,vespertino,0.008409931,Baixo,0
15,1ano,vespertino,0.6450353,Alto,0
16,1ano,vespertino,0.89399344,Alto,0
16,2ano,vespertino,0.9807046,Alto,1
15,1ano,vespertino,0.9855376,Alto,1
15,1ano,noturno,0.0073025534,Baixo,0
17,2ano,vespertino,0.0017621951,Baixo,0
17,2ano,matutino,0.074775815,Baixo,0
18,3ano,vespertino,0.56530887,Alto,0
16,2ano,matutino,0.12186728,Baixo,0
16,2ano,matutino,0.30463913,Médio,1
16,1ano,matutino,0.9348647,Alto,1
18,3ano,matutino,0.12689985,Baixo,0
15,1ano,matutino,0.004965693,Baixo,0
15,1ano,noturno,0.0048880004,Baixo,0
18,3ano,noturno,0.22189976,Baixo,0
17,3ano,matutino,0.3271145,Médio,0
16,2ano,noturno,0.0007673293,Baixo,0
15,1ano,noturno,0.5937607,Alto,0
15,1ano,noturno,0.9015509,Alto,0
17,2ano,matutino,0.038665388,Baixo,0
20,3ano,matutino,0.99820054,Alto,1
16,2ano,vespertino,0.0023043281,Baixo,0
15,1ano,vespertino,0.0010254194,Baixo,0
15,1ano,vespertino,0.0007881536,Baixo,0
16,2ano,vespertino,0.9524513,Alto,1
17,2ano,noturno,0.64422935,Alto,0
17,1ano,noturno,0.75271904,Alto,0
17,1ano,vespertino,0.9775034,Alto,1
16,1ano,noturno,0.12555125,Baixo,0
15,1ano,noturno,0.04951151,Baixo,0
18,2ano,matutino,0.9979189,Alto,1
15,1ano,noturno,0.32294616,Médio,0
16,2ano,matutino,0.4645409,Alto,0
17,3ano,matutino,0.35282138,Médio,0
17,3ano,noturno,0.8824526,Alto,1
19,3ano,matutino,0.1697159,Baixo,0
16,1ano,vespertino,0.022762522,Baixo,0
15,1ano,noturno,0.0036130184,Baixo,0
17,1ano,matutino,0.50551486,Alto,0
16,2ano,matutino,0.00078116695,Baixo,0
16,1ano,matutino,0.04698237,Baixo,0
15,1ano,vespertino,0.007506921,Baixo,0
15,1ano,matutino,0.7496102,Alto,0
15,1ano,matutino,0.001223672,Baixo,0
16,2ano,noturno,0.8332642,Alto,1
16,2ano,matutino,0.28227526,Médio,0
17,2ano,vespertino,0.944142,Alto,1
18,3ano,matutino,0.0017339999,Baixo,0
17,1ano,vespertino,0.9992912,Alto,1
15,1ano,vespertino,0.11782266,Baixo,0
16,2ano,matutino,0.18836288,Baixo,0
17,2ano,matutino,0.018856829,Baixo,0
16,2ano,matutino,0.00045407843,Baixo,0
15,1ano,matutino,0.0069169304,Baixo,0
18,3ano,matutino,0.79057574,Alto,1
15,1ano,vespertino,0.0025473721,Baixo,0
15,1ano,matutino,0.001635272,Baixo,0
16,2ano,matutino,0.23394413,Baixo,0
18,3ano,matutino,0.5347809,Alto,0
16,2ano,noturno,0.9943539,Alto,1
18,3ano,matutino,0.011221237,Baixo,0
16,1ano,vespertino,0.021944774,Baixo,0
18,2ano,vespertino,0.4656232,Alto,0
17,3ano,matutino,0.22272515,Baixo,0
16,2ano,matutino,0.010060372,Baixo,0
15,1ano,matutino,0.0065420903,Baixo,0
17,3ano,vespertino,0.11361796,Baixo,0
16,1ano,matutino,0.0013539322,Baixo,0
16,2ano,matutino,0.2951058,Médio,0
18,3ano,noturno,0.8943832,Alto,1
19,3ano,vespertino,0.99739313,Alto,1
17,3ano,matutino,0.96116763,Alto,1
17,3ano,noturno,0.0016010978,Baixo,0
15,1ano,matutino,0.0014424415,Baixo,0
17,3ano,matutino,0.0034969554,Baixo,0
18,2ano,matutino,0.995619,Alto,1
16,2ano,noturno,0.27652648,Médio,0
16,2ano,matutino,0.005210794,Baixo,0
17,3ano,noturno,0.5341119,Alto,0
16,2ano,vespertino,0.015448176,Baixo,0
19,3ano,vespertino,0.83967966,Alto,0
18,1ano,matutino,0.9993622,Alto,1
15,1ano,matutino,0.09173127,Baixo,0
18,2ano,vespertino,0.99815065,Alto,1
15,1ano,matutino,0.0008531587,Baixo,0
18,2ano,vespertino,0.9766684,Alto,1
15,1ano,matutino,0.009391539,Baixo,0
17,2ano,noturno,0.011279344,Baixo,0
15,1ano,vespertino,0.00552798,Baixo,0
16,1ano,vespertino,0.9783797,Alto,1
16,2ano,vespertino,0.0023829422,Baixo,0
15,1ano,matutino,0.032440495,Baixo,0
15,1ano,matutino,0.0013964368,Baixo,0
17,1ano,matutino,0.9990833,Alto,1
15,1ano,vespertino,0.12613505,Baixo,0
17,2ano,matutino,0.9440352,Alto,1
16,1ano,matutino,0.6502155,Alto,0
16,1ano,matutino,0.004067919,Baixo,0
16,2ano,matutino,0.024303695,Baixo,0
17,2ano,vespertino,0.0012339866,Baixo,0
17,2ano,vespertino,0.044356536,Baixo,0
15,1ano,matutino,0.9251187,Alto,0
17,3ano,matutino,0.96921116,Alto,1
19,2ano,vespertino,0.99674314,Alto,1
15,1ano,vespertino,0.0007550663,Baixo,0
17,3ano,noturno,0.9728952,Alto,1
17,2ano,noturno,0.0054508103,Baixo,0
16,2ano,noturno,0.99129194,Alto,1
17,3ano,noturno,0.9785009,Alto,1
15,1ano,noturno,0.7257579,Alto,0
18,3ano,vespertino,0.0034759555,Baixo,0
16,2ano,vespertino,0.9189124,Alto,0
18,1ano,vespertino,0.11350569,Baixo,0
15,1ano,matutino,0.055430043,Baixo,0
15,1ano,matutino,0.041588716,Baixo,0
19,3ano,noturno,0.99343276,Alto,1
15,1ano,vespertino,0.04414777,Baixo,0
17,1ano,matutino,0.10687336,Baixo,0
16,2ano,matutino,0.42479616,Alto,1
19,3ano,matutino,0.99870026,Alto,1
17,1ano,matutino,0.996378,Alto,1
17,3ano,vespertino,0.0014519196,Baixo,0
16,2ano,vespertino,0.0017401469,Baixo,0
17,3ano,vespertino,0.01530716,Baixo,0
16,1ano,matutino,0.04117665,Baixo,0
15,1ano,matutino,0.59846807,Alto,0
16,2ano,matutino,0.0018771536,Baixo,0
15,1ano,matutino,0.02579591,Baixo,0
16,2ano,vespertino,0.6523987,Alto,1
15,1ano,matutino,0.28069258,Médio,0
17,3ano,noturno,0.006562542,Baixo,0
17,3ano,vespertino,0.005166552,Baixo,0
17,3ano,matutino,0.0034381414,Baixo,0
17,3ano,matutino,0.033996645,Baixo,0
17,3ano,matutino,0.0024652118,Baixo,0
18,2ano,matutino,0.9857141,Alto,1
16,2ano,noturno,0.64584625,Alto,1
19,3ano,vespertino,0.9985525,Alto,1
17,3ano,noturno,0.003228652,Baixo,0
18,3ano,vespertino,0.00634366,Baixo,0
18,3ano,noturno,0.99274534,Alto,1
15,1ano,noturno,0.7093112,Alto,0
17,3ano,matutino,0.79019266,Alto,0
17,3ano,matutino,0.10494038,Baixo,0
17,2ano,matutino,0.0051810252,Baixo,0
17,3ano,matutino,0.005820713,Baixo,0
17,2ano,vespertino,0.13609841,Baixo,0
18,3ano,matutino,0.5371303,Alto,0
15,1ano,noturno,0.28334272,Médio,0
17,3ano,matutino,0.003760373,Baixo,0
15,1ano,noturno,0.0017957046,Baixo,0
17,1ano,matutino,0.9968071,Alto,1
16,1ano,matutino,0.0039116098,Baixo,0
16,2ano,noturno,0.783607,Alto,0
15,1ano,matutino,0.9870401,Alto,1
17,3ano,vespertino,0.0051879752,Baixo,0
16,2ano,noturno,0.20370936,Baixo,0
17,3ano,matutino,0.0017814873,Baixo,0
15,1ano,matutino,0.022110732,Baixo,0
17,1ano,matutino,0.9947179,Alto,1
18,3ano,matutino,0.004892676,Baixo,0
16,2ano,noturno,0.0026843844,Baixo,0
16,2ano,noturno,0.0040161465,Baixo,0
17,3ano,matutino,0.002716184,Baixo,0
17,3ano,vespertino,0.52817285,Alto,0
16,2ano,noturno,0.004023252,Baixo,0
18,3ano,matutino,0.9756448,Alto,1
17,3ano,matutino,0.005809534,Baixo,0
16,2ano,noturno,0.52561677,Alto,1
15,1ano,vespertino,0.09204316,Baixo,0
15,1ano,matutino,0.0011512351,Baixo,0
16,1ano,vespertino,0.006843045,Baixo,0
17,3ano,matutino,0.16753073,Baixo,0
17,2ano,vespertino,0.001009861,Baixo,0
15,1ano,vespertino,0.040418822,Baixo,0
17,2ano,matutino,0.0031427853,Baixo,0
15,1ano,noturno,0.005005449,Baixo,0
15,1ano,vespertino,0.00053292984,Baixo,0
17,3ano,vespertino,0.53576106,Alto,0
17,2ano,vespertino,0.0014829823,Baixo,0
15,1ano,vespertino,0.0013212708,Baixo,0
16,2ano,matutino,0.0017004504,Baixo,0
17,2ano,matutino,0.0030226747,Baixo,0
18,3ano,vespertino,0.14264698,Baixo,0
17,3ano,vespertino,0.0014977818,Baixo,0
17,2ano,matutino,0.005014515,Baixo,0
16,2ano,noturno,0.020754458,Baixo,0
15,1ano,noturno,0.9875392,Alto,1
19,2ano,matutino,0.7709739,Alto,0
15,1ano,matutino,0.15782501,Baixo,0
16,1ano,vespertino,0.5738609,Alto,1
17,3ano,matutino,0.5063877,Alto,0
16,2ano,noturno,0.0022296251,Baixo,0
16,2ano,vespertino,0.0027580932,Baixo,0
15,1ano,matutino,0.9532197,Alto,1
19,3ano,matutino,0.99862146,Alto,1
16,1ano,matutino,0.22448438,Baixo,0
17,2ano,vespertino,0.022851946,Baixo,0
17,3ano,matutino,0.0036180634,Baixo,0
16,2ano,noturno,0.69920594,Alto,0
19,3ano,vespertino,0.9948436,Alto,1
16,1ano,noturno,0.9520419,Alto,1
17,3ano,matutino,0.46938682,Alto,0
17,3ano,matutino,0.13442564,Baixo,0
16,2ano,noturno,0.99453473,Alto,1
16,2ano,matutino,0.0036177952,Baixo,0
16,2ano,matutino,0.4122111,Alto,0
19,3ano,noturno,0.80122083,Alto,0
18,3ano,noturno,0.8783052,Alto,1
16,2ano,noturno,0.3787784,Médio,0
17,3ano,matutino,0.16027199,Baixo,0
16,2ano,vespertino,0.9851633,Alto,1
18,2ano,vespertino,0.9125147,Alto,1
15,1ano,vespertino,0.26566705,Médio,0
17,2ano,matutino,0.0042142067,Baixo,0
19,3ano,noturno,0.9977951,Alto,1
16,2ano,matutino,0.0062076813,Baixo,0
15,1ano,vespertino,0.0019381517,Baixo,0
19,2ano,noturno,0.99702626,Alto,1
18,3ano,noturno,0.9833597,Alto,1
17,3ano,matutino,0.0025609403,Baixo,0
17,1ano,vespertino,0.9908375,Alto,1
15,1ano,vespertino,0.9810821,Alto,1
17,2ano,matutino,0.99559253,Alto,1
15,1ano,matutino,0.0011171598,Baixo,0
17,3ano,vespertino,0.000645736,Baixo,0
16,2ano,noturno,0.005554962,Baixo,0
16,2ano,noturno,0.84014297,Alto,0
16,1ano,matutino,0.41217375,Alto,0
16,2ano,matutino,0.26097947,Médio,0
18,3ano,matutino,0.0069980174,Baixo,0
16,2ano,noturno,0.0057121837,Baixo,0
15,1ano,noturno,0.99330324,Alto,1
16,1ano,noturno,0.19919555,Baixo,0
18,3ano,vespertino,0.00559177,Baixo,0
20,3ano,matutino,0.9979068,Alto,1
15,1ano,vespertino,0.0027415156,Baixo,0
17,2ano,matutino,0.6665646,Alto,0
16,1ano,matutino,0.9116615,Alto,1
18,2ano,matutino,0.65673095,Alto,1
16,1ano,matutino,0.037903342,Baixo,0
18,3ano,matutino,0.005003718,Baixo,0
17,3ano,noturno,0.0060646776,Baixo,0
16,1ano,vespertino,0.002605193,Baixo,0
16,2ano,noturno,0.0044752853,Baixo,0
15,1ano,matutino,0.99062634,Alto,1
15,1ano,vespertino,0.71019024,Alto,0
